study_name,year,species,site_id,site_name,latitude,longitude,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,q_dalifier,units,reported_as,pct_solids,dry_value
MWPE,2013,Mytilus trossulus,WB_KP,Kayak Pt,48.13365,-122.36568,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_KP-MTW01,NOAA,119-1826,MW2905,2013-06-27T00:00:00Z,SumPBDEs11,1.08,NA,"D,LOQ",ng/g,wet,13.9004937333839,7.76950819672135
PSMM2016,2016,Mytilus trossulus,WPS_IC,Illahee Creek,47.615868,-122.594947,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16WPS_IC-MTW01,NOAA,119-3309,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,1.08,NA,"D,LOQ",ng/g,wet,15.66299392,6.89523347526141
MWPE,2013,Mytilus trossulus,NPS_BLSC,"Bellingham Bay, Little Squalicum Crk",48.7639,-122.5175,cobble_sad,City of Bellingham,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_BLSC-MTW01,NOAA,119-1736,MW2887,2013-06-26T00:00:00Z,lipids,1.08614343711954,1.08614343711954,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_PCB02,"Penn Cove, Pre-test Baseline 2",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW02,NOAA,119-1828,MW2905,2013-06-27T00:00:00Z,lipids,1.08909555508073,1.08909555508073,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000028,Oak Harbor,48.272064,-122.639805,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP028-MTW01,NOAA,119-3257,PS3340,2016-05-17T00:00:00Z,lipids,1.09726924,1.09726924,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_PCB05,"Penn Cove, Pre-test Baseline 5",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW05,NOAA,119-1831,MW2905,2013-06-27T00:00:00Z,lipids,1.09736245520874,1.09736245520874,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PCB05,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB05-MTW01,NOAA,119-3287,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,1.1,1.1,D,ng/g,wet,20.41954328,5.38699609935644
PSMM2016,2016,Mytilus trossulus,SPS_HIAP,Hammersley Inlet-Arcadia Point,47.198962,-122.939524,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16SPS_HIAP-MTW01,NOAA,119-3323,PS3344,2016-05-24T00:00:00Z,SumPBDEs11,1.1,NA,"D,B,LOQ",ng/g,wet,16.50294695,6.66547619242029
MWPE,2013,Mytilus trossulus,WB_TC,Triangle Cv,48.198531,-122.464646,mud,Stillaguamish Tribe,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_TC-MTW01,NOAA,119-1758,MW2888,2013-07-16T00:00:00Z,lipids,1.10004373239743,1.10004373239743,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000061,Dash Point Park,47.31965,-122.42694,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP061-MTW01,NOAA,119-3289,PS3342,2016-05-25T00:00:00Z,lipids,1.100123654,1.100123654,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000038,Rocky Point,47.60255,-122.66997,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP038-MTW01,NOAA,119-3269,PS3341,2016-05-17T00:00:00Z,lipids,1.101761869,1.101761869,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000048,Naketa Beach,47.92779,-122.30929,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-09T00:00:00Z,16RSMP048-MTW01,NOAA,119-3275,PS3341,2016-05-17T00:00:00Z,lipids,1.103185321,1.103185321,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,SPS_HIAP,Hammersley Inlet-Arcadia Point,47.198962,-122.939524,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16SPS_HIAP-MTW01,NOAA,119-3323,PS3344,2016-05-24T00:00:00Z,lipids,1.113799911,1.113799911,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_PO,"Liberty Bay, Poulsbo",47.71923,-122.62669,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PO,NOAA,119-2052,MW2967,2013-11-21T00:00:00Z,lipids,1.1154593065923,1.1154593065923,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,SPS_NRQR,"Nisqually Rch Aq Rsv, Anderson Is",47.14956,-122.67643,Sand,DNR,2015-10-28T00:00:00Z,2016-02-07T00:00:00Z,16SPS_NRQR-MTW01,NOAA,119-3303,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,1.12,NA,"D,LOQ",ng/g,wet,16.2091148,6.90969256384069
MWPE,2013,Mytilus trossulus,NPS_BWL,"W Bellingham Bay, Lummi Nation",48.75095,-122.619283333333,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_BWL-MTW01,NOAA,119-1737,MW2887,2013-06-26T00:00:00Z,lipids,1.12381481488275,1.12381481488275,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,HC_PGPJ,"Port Gamble, Pt Julia",47.85341,-122.57429,mud_sand,Port Gamble S'klallam Tribe,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_PGPJ-MTW01,NOAA,119-1769,MW2889,2013-07-22T00:00:00Z,lipids,1.12481496749049,1.12481496749049,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000035,Williams Olson Park,47.66583,-122.56694,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP035-MTW01,NOAA,119-3267,PS3341,2016-05-17T00:00:00Z,lipids,1.127980503,1.127980503,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,NPS_DHCC,"Drayton Harbor, California Creek",48.962083,-122.7327,cobble_gravel,Whatcom County MRC,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16NPS_DHCC-MTW01,NOAA,119-3328,PS3344,2016-05-24T00:00:00Z,lipids,1.132733718,1.132733718,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,EB_P17,"Elliott Bay, Hbr Is, Pier 17",47.58772,-122.35065,rock,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,13EB_P17-MTW01,NOAA,119-1642,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.14,NA,D,ng/g,wet,15.3301256348569,7.43633827375767
PSMM2016,2016,Mytilus trossulus,CPS_QMH,Quartermaster Harbor,47.40518,-122.43975,mud_sand,WDFW,2015-10-29T00:00:00Z,2016-02-08T00:00:00Z,16CPS_QMH-MTW01,NOAA,119-3319,PS3344,2016-05-24T00:00:00Z,SumPBDEs11,1.14,NA,"D,B,LOQ",ng/g,wet,15.97389827,7.13664241959643
MWPE,2013,Mytilus trossulus,WB_SR,Skagit Rvr Delta,48.33386,-122.43683,sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,WB_SR,NOAA,119-2048,MW2967,2013-11-21T00:00:00Z,lipids,1.14014186805994,1.14014186805994,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,CPS_QMH,Quartermaster Harbor,47.40518,-122.43975,mud_sand,WDFW,2015-10-29T00:00:00Z,2016-02-08T00:00:00Z,16CPS_QMH-MTW01,NOAA,119-3319,PS3344,2016-05-24T00:00:00Z,lipids,1.143675277,1.143675277,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_PCB04,"Penn Cove, Pre-test Baseline 4",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW04,NOAA,119-1830,MW2905,2013-06-27T00:00:00Z,lipids,1.15141644457605,1.15141644457605,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,CPS_PNP,Point No Point,47.908594,-122.526745,cobble_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_PNP-MTW01,NOAA,119-3312,PS3343,2016-05-19T00:00:00Z,lipids,1.160174569,1.160174569,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000021,Point Defiance Ferry,47.306137,-122.514575,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP021-MTW01,NOAA,119-3250,PS3340,2016-05-17T00:00:00Z,lipids,1.16034477,1.16034477,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000353,"Purdy, Nicholson",47.37608,-122.62493,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP353-MTW01,NOAA,119-3291,PS3342,2016-05-25T00:00:00Z,lipids,1.162805698,1.162805698,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000697,"Browns Point, Wolverton",47.29824,-122.43684,cobble_gravel,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP697-MTW01,NOAA,119-3294,PS3342,2016-05-25T00:00:00Z,lipids,1.164514437,1.164514437,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_SVD,"Silverdale, Dyes Inlet",47.6427936,-122.6967068,sand,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SVD-MTW01,NOAA,119-1772,MW2889,2013-07-22T00:00:00Z,SumPBDEs11,1.17,NA,D,ng/g,wet,14.1624978437122,8.26125456760052
MWPE,2013,Mytilus trossulus,CPS_LP,Lincoln Pk,47.5308972222222,-122.401483333333,cobble_sad,King County,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_LP-MTW01,NOAA,119-1731,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,1.18,NA,"D,LOQ",ng/g,wet,15.7884388517499,7.47382316313823
MWPE,2013,Mytilus trossulus,CB_RW5,Tacoma Ruston Waterfront 5,47.2785499691963,-122.472689989954,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW5-MTW01,NOAA,119-1634,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.18,NA,D,ng/g,wet,15.1174010935992,7.80557446808512
MWPE,2013,Mytilus trossulus,CB_RW3,Tacoma Ruston Waterfront 3,47.2795385308563,-122.474302919581,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW3-MTW01,NOAA,119-1626,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,1.19,NA,"D,LOQ",ng/g,wet,14.094991504167,8.44271526980482
MWPE,2013,Mytilus trossulus,NPS_BP,Birch Pt,48.939,-122.82,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,NPS_BP,NOAA,119-1693,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,1.2,1.2,D,ng/g,wet,15.6840297653119,7.65109489051098
MWPE,2013,Mytilus trossulus,NPS_MP,March Pt,48.49955,-122.56746,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,NPS_MP,NOAA,119-1695,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,1.2,1.2,D,ng/g,wet,14.8441926345609,8.08396946564886
MWPE,2013,Mytilus sp.,WB_CBN,Cavelero Bch Natives,48.17531,-122.478389,cobble_mud,Stillaguamish Tribe,NA,2013-01-07T00:00:00Z,13WB_CBN-MXW01,NOAA,119-1928,MW2937,2013-10-30T00:00:00Z,lipids,1.20021655451709,1.20021655451709,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_EH,"Eagle Hbr, Bainbridge Ferry Term",47.6227,-122.5101,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13CPS_EH-MTW01,NOAA,119-1614,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,1.21,NA,D,ng/g,wet,15.9449145511863,7.58862643080126
MWPE,2013,Mytilus trossulus,WB_OH,"Oak Hbr, Crescent Hbr",48.277616,-122.6595,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,WB_OH,NOAA,119-1933,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,1.21,NA,"D,B,LOQ",ng/g,wet,15.3575989782886,7.87883575883578
MWPE,2013,Mytilus trossulus,CPS_QMH,Quartermaster Hbr,47.40499,-122.4407,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_QMH,NOAA,119-1680,MW2884,2013-06-04T00:00:00Z,lipids,1.21451355774788,1.21451355774788,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_SQSO,"Suquamish, SWO",47.7296079,-122.5506191,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SQSO-MTW01,NOAA,119-1771,MW2889,2013-07-22T00:00:00Z,lipids,1.21798788093197,1.21798788093197,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,HC_HO,"Hood Canal, Holly",47.57045,-122.971557,gravel_sand,Kitsap County,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16HC_HO-MTW01,NOAA,119-3308,PS3343,2016-05-19T00:00:00Z,lipids,1.219307945,1.219307945,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_BIW,"W Bainbridge, Westwood",47.62694,-122.57778,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13CPS_BIW-MTW01,NOAA,119-1728,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,1.22,NA,"D,LOQ",ng/g,wet,15.8755484642999,7.68477386934676
PSMM2016,2016,Mytilus trossulus,CPS_PNP,Point No Point,47.908594,-122.526745,cobble_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_PNP-MTW01,NOAA,119-3312,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,1.22,NA,"D,LOQ",ng/g,wet,16.26494768,7.50079264933731
MWPE,2013,Mytilus trossulus,CB_RWPC,"Tacoma, Ruston Way, Puget Crk",47.2810781188309,-122.477146564051,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_RWPC,NOAA,119-1682,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.22,NA,D,ng/g,wet,15.665744764915,7.78769230769233
MWPE,2013,Mytilus trossulus,CB_RW7,Tacoma Ruston Waterfront 7,47.2779299598187,-122.471249978989,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW7-MTW01,NOAA,119-1636,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.23,NA,"D,LOQ",ng/g,wet,15.0132191867052,8.19277987421388
PSMM2016,2016,Mytilus trossulus,PSS13175-000010,"Fletcher Bay, Fox Cove",47.64445,-122.57624,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP010-MTW01,NOAA,119-3235,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,1.24,NA,"D,B,LOQ",ng/g,wet,16.31145212,7.60202090456187
MWPE,2013,Mytilus trossulus,CB_RW8,Tacoma Ruston Waterfront 8,47.2774694580584,-122.468693247064,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW8-MTW01,NOAA,119-1637,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.25,NA,"D,LOQ",ng/g,wet,13.1528509822712,9.50364298724955
MWPE,2013,Mytilus trossulus,WPS_SIWP,"Sinclair Inlet, Waterman Pt",47.58467,-122.57053,rock,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13WPS_SIWP-MTW01,NOAA,119-1833,MW2905,2013-06-27T00:00:00Z,SumPBDEs11,1.25,NA,D,ng/g,wet,14.6936459909228,8.50707850707853
MWPE,2013,Mytilus trossulus,CPS_QMH,Quartermaster Hbr,47.40499,-122.4407,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_QMH,NOAA,119-1680,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.25,NA,"D,LOQ",ng/g,wet,15.778771858479,7.92203608247425
PSMM2016,2016,Mytilus trossulus,HC_FP,Fisherman's Point,47.78221,-122.83443,cobble_gravel,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16HC_FP-MTW01,NOAA,119-3321,PS3344,2016-05-24T00:00:00Z,lipids,1.250630486,1.250630486,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,WPS_PB,Point Bolin,47.69434,-122.59589,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16WPS_PB-MTW01,NOAA,119-3324,PS3344,2016-05-24T00:00:00Z,lipids,1.255295453,1.255295453,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000031,"Eastsound, Fishing Bay",48.693867,-122.910589,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP031-MTW01,NOAA,119-3266,PS3341,2016-05-17T00:00:00Z,lipids,1.263420926,1.263420926,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,CPS_SQSO,"Suquamish, Stormwater Outfall",47.729617,-122.550419,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_SQSO-MTW01,NOAA,119-3307,PS3343,2016-05-19T00:00:00Z,lipids,1.266646118,1.266646118,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_IC,Illahee Crk,47.6158716,-122.5949767,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_IC-MTW01,NOAA,119-1766,MW2889,2013-07-22T00:00:00Z,lipids,1.27363676401823,1.27363676401823,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000161,"Purdy, Dexters",47.385658,-122.627255,mud_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP161-MTW01,NOAA,119-3290,PS3342,2016-05-25T00:00:00Z,lipids,1.284291495,1.284291495,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_PCB01,"Penn Cove, Pre-test Baseline 1",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW01,NOAA,119-1827,MW2905,2013-06-27T00:00:00Z,lipids,1.29463998495793,1.29463998495793,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PCB03,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB03-MTW01,NOAA,119-3285,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,1.3,1.3,D,ng/g,wet,21.67645489,5.99729063906907
MWPE,2013,Mytilus trossulus,NPS_BBS,"Cherry Pt Aq Res, Birch Bay S",48.8962,-122.7854,sand,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,NPS_BBS,NOAA,119-1692,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,1.3,1.3,D,ng/g,wet,15.2900499423741,8.50226130653271
MWPE,2013,Mytilus trossulus,WPS_KP,"Liberty Bay, Keyport",47.6972,-122.61744,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_KP-MTW01,NOAA,119-1767,MW2889,2013-07-22T00:00:00Z,lipids,1.30659082424936,1.30659082424936,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000003,Brackenwood Ln,47.682339,-122.506474,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP003-MTW01,NOAA,119-3230,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,1.31,NA,"D,B,LOQ",ng/g,wet,14.70122122,8.91082434850946
PSMM2016,2016,Mytilus trossulus,WPS_SVD,"Sliverdale, Dyes Inlet",47.642888,-122.69668,gravel_sand,Kitsap County,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16WPS_SVD-MTW01,NOAA,119-3310,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,1.31,NA,"D,LOQ",ng/g,wet,15.75190061,8.3164567402638
PSMM2016,2016,Mytilus trossulus,PSS13175-000011,South Bay Trail,48.725731,-122.506264,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP011-MTW01,NOAA,119-3236,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,1.32,NA,"D,B,LOQ",ng/g,wet,13.41865426,9.83705202044605
MWPE,2013,Mytilus trossulus,WB_PSWB,"Port Susan, Warm Bch",48.17051,-122.3669,mud_sand,Stillaguamish Clean Rvr District (Sean Edwards),2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_PSWB-MTW01,NOAA,119-1756,MW2888,2013-07-16T00:00:00Z,lipids,1.33956346900394,1.33956346900394,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000046,Appletree Cove,47.7873,-122.4947,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP046-MTW01,NOAA,119-3273,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,1.34,NA,"D,B,LOQ",ng/g,wet,14.98159404,8.9443085723874
MWPE,2013,Mytilus trossulus,CPS_SCP,Seahurst Co Pk,47.484481,-122.361764,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,CPS_SCP,NOAA,119-1683,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.34,NA,"D,LOQ",ng/g,wet,12.4212598425196,10.7879556259906
MWPE,2013,Mytilus trossulus,WB_MBG,"Mukilteo WWTP, Big Gulch",47.91071,-122.3222,sand,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,WB_MBG,NOAA,119-2047,MW2967,2013-11-21T00:00:00Z,SumPBDEs11,1.34,NA,D,ng/g,wet,13.7327188940092,9.75771812080538
PSMM2016,2016,Mytilus trossulus,PSS13175-000037,Saltar's Point,47.17025,-122.61076,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP037-MTW01,NOAA,119-3268,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,1.35,NA,"D,B,LOQ",ng/g,wet,15.59600286,8.6560640705089
MWPE,2013,Mytilus sp.,WB_CBN,Cavelero Bch Natives,48.17531,-122.478389,cobble_mud,Stillaguamish Tribe,NA,2013-01-07T00:00:00Z,13WB_CBN-MXW01,NOAA,119-1928,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,1.37,NA,"D,B,LOQ",ng/g,wet,15.1801641098822,9.0249353701528
MWPE,2013,Mytilus trossulus,CB_CBTF,Thea Foss Waterway,47.2593452688306,-122.434773445129,rock,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBTF,NOAA,119-1672,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.37,NA,"D,LOQ",ng/g,wet,15.1048088779284,9.06995918367352
MWPE,2013,Mytilus trossulus,CPS_DP,"Discovery Pk, West Pt",47.66233,-122.43596,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_DP,NOAA,119-1676,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.41,NA,"D,LOQ",ng/g,wet,14.9137222678718,9.45438016528927
PSMM2016,2016,Mytilus trossulus,PSS13175-000023,Wing Point,47.622225,-122.496555,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP023-MTW01,NOAA,119-3252,PS3340,2016-05-17T00:00:00Z,lipids,1.415108823,1.415108823,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,CPS_MASO,"Manchester, SWO",47.55622,-122.54281,cobble_mud,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_MASO-MTW01,NOAA,119-1768,MW2889,2013-07-22T00:00:00Z,SumPBDEs11,1.42,NA,D,ng/g,wet,14.2806140664048,9.94355000000004
MWPE,2013,Mytilus trossulus,CPS_CP,Carkeek Pk,47.71325,-122.38059,sand,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_CP-MTW01,NOAA,119-1729,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,1.43,NA,"D,LOQ",ng/g,wet,14.853683148335,9.6272418478261
MWPE,2013,Mytilus trossulus,CB_RW4,Tacoma Ruston Waterfront 4,47.2790900152176,-122.473749965429,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW4-MTW01,NOAA,119-1633,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.44,NA,"D,LOQ",ng/g,wet,14.7469774849779,9.76471281296025
PSMM2016,2016,Mytilus trossulus,PSS13175-000035,Williams Olson Park,47.66583,-122.56694,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP035-MTW01,NOAA,119-3267,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,1.45,NA,"D,B,LOQ",ng/g,wet,17.31998888,8.37182985535497
PSMM2016,2016,Mytilus trossulus,PSS13175-000049,Donkey Creek Delta,47.33784,-122.59021,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP049-MTW01,NOAA,119-3276,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,1.45,NA,"D,B,LOQ",ng/g,wet,15.63639679,9.27323615199714
MWPE,2013,Mytilus trossulus,CPS_PDP,Pt Defiance Pk,47.31315,-122.52795,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_PDP,NOAA,119-1678,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.46,NA,D,ng/g,wet,14.9441918147995,9.76968188105118
MWPE,2013,Mytilus trossulus,CB_RW1,Tacoma Ruston Waterfront 1,47.2809108998626,-122.476550443097,sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW1-MTW01,NOAA,119-1624,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,1.47,NA,"D,LOQ",ng/g,wet,14.8887106476839,9.87325252525258
MWPE,2013,Mytilus trossulus,WPS_IC,Illahee Crk,47.6158716,-122.5949767,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_IC-MTW01,NOAA,119-1766,MW2889,2013-07-22T00:00:00Z,SumPBDEs11,1.47,NA,D,ng/g,wet,16.448049706593,8.9372298006296
MWPE,2013,Mytilus trossulus,CPS_SQSO,"Suquamish, SWO",47.7296079,-122.5506191,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SQSO-MTW01,NOAA,119-1771,MW2889,2013-07-22T00:00:00Z,SumPBDEs11,1.47,NA,D,ng/g,wet,15.9622886866059,9.2092057026477
MWPE,2013,Mytilus trossulus,CPS_EF,Edmonds Ferry,47.8141833333333,-122.38215,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_EF-MTW01,NOAA,119-1823,MW2905,2013-06-27T00:00:00Z,SumPBDEs11,1.48,NA,"D,LOQ",ng/g,wet,15.4302670623145,9.59153846153849
